Target Pref Name_ppi,Canonical SMILES(RDKit),Target Pref Name_main
Integrins,CCC1(O)CC(=O)c2c(O)c3c(c(O)c2C1C(=O)OC)C(=O)c1cccc(O)c1C3=O,
Integrins,CC(C)NC(=O)[C@@H]1OCO[C@H]1C(=O)N[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O,
Integrins,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1C,
Integrins,CC(=O)c1ccc(N2CCN(c3ccc(C[C@H](NC(=O)[C@@H]4CCCN4S(=O)(=O)c4ccccc4)C(=O)O)cc3)CC2)s1,
Integrins,C=CCC(CC(=O)[O-])NC(=O)N(CC(C)C)NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,
Integrins,C=CCC(CC(=O)[O-])NC(=O)N(CC(C)C)NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,
Integrins,CCNC(=O)N1CCN(c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3S(=O)(=O)c3ccccc3)C(=O)O)cc2)CC1,
Integrins,NC(N)=NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)O,
Integrins,COc1cccc(N2CCN(c3ccc(C[C@H](NC(=O)[C@@H]4CCCN4S(=O)(=O)c4ccc(C)cc4)C(=O)O)cc3)CC2)c1,
Integrins,CC1(C)[C@@H](CC(=O)O)[C@H]1c1ccc(OCCc2ccc3c(n2)NCCC3)cc1,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)NCCCCCCCCCCCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)cc1,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)NCCCCCCCCCCCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)cc1,
Integrins,N[C@@H](Cc1ccc(O)cc1)C(=O)NC1CCCC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,
Integrins,NCCCCCNC(=O)c1cnn(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)c1C(F)(F)F,
Integrins,NCCCCCNC(=O)c1cnn(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)c1C(F)(F)F,
Integrins,Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccccc4)CC3)cc2)C(=O)O)cc1,
Integrins,O=C(O)c1[nH]c(CN(C2CCCCC2)S(=O)(=O)c2cc(Cl)cc(Cl)c2)nc1Cc1ccc(-c2ccccc2)cc1,
Integrins,Cc1ccccc1Nc1nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3C(=O)N3CCN(CC(=O)O)CC3)cc2o1,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NCCCCCCCCCCCCN)C(C)C)cc1,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NCCCCCCCCCCCCN)C(C)C)cc1,
Integrins,O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2OCO[C@H]2C(=O)Nc2ccccc2-c2ccccc2)C(=O)O)cc1)c1c(Cl)cccc1Cl,
Integrins,Cc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Cl,
Integrins,N=C(N)c1ccc(C(=O)NCC2CN(c3ccc(N4CCC(C(=O)O)CC4)cc3)C(=O)O2)cc1,
Integrins,N=C(N)c1ccc(C(=O)NCC2CN(c3ccc(N4CCC(C(=O)O)CC4)cc3)C(=O)O2)cc1,
Integrins,O=C(O)c1cc(Cl)c(C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccccc4)CC3)cc2)C(=O)O)c(Cl)c1,
Integrins,N#Cc1cccc(S(=O)(=O)N2C[C@H](n3ncc4ccccc43)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,
Integrins,CC(C)CCNC(=O)[C@@H]1OCO[C@H]1C(=O)N[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O,
Integrins,NCCNC(=O)c1cnn(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)c1C(F)(F)F,
Integrins,O=C(Nc1ccccc1Cl)Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,
Integrins,Cc1ccccc1NC(=O)Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,
Integrins,N#Cc1cccc(S(=O)(=O)N2C[C@H](n3cnc4ccccc43)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,
Integrins,Cc1cc(NC(=O)Nc2ccccc2Cl)c(Cl)cc1CC(=O)N1C[C@@H](F)C[C@H]1COc1ccc(C(=O)O)cc1,
Integrins,O=C(Nc1cc(F)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl)Nc1ccccc1Br,
Integrins,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSSC[C@H](C(=O)O)NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC1=O,
Integrins,Cc1cc(F)ccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)Nc2ccc(OCC(=O)O)c(CCC(=O)NCCCCCCCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@H]34)c2)cc1,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)Nc2ccc(OCC(=O)O)c(CCC(=O)NCCCCCCCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@H]34)c2)cc1,
Integrins,N[C@@H](Cc1ccc(O)cc1)C(=O)N/C1=C/CCC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,
Integrins,CC1(C)CCNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H](C(=O)O)NC1=O,
Integrins,Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccccc4C#N)CC3)cc2)C(=O)O)cc1,
Integrins,COc1ccc(N2CCN(c3ccc(C[C@H](NC(=O)[C@@H]4CCCN4S(=O)(=O)c4ccc(C)cc4)C(=O)O)cc3)CC2)cc1,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)NCc1ccc2c(c1)OCO2,
Integrins,CC(CC(=O)O)N1Cc2ccc(NC(=O)CCCC3CCNCC3)cc2C1=O,
Integrins,N=C(N)NCc1ccccc1-c1ccc(C(=O)NCC(NS(=O)(=O)c2ccccc2)C(=O)O)s1,
Integrins,N=C(N)NCc1ccccc1-c1ccc(C(=O)NCC(NS(=O)(=O)c2ccccc2)C(=O)O)s1,
Integrins,N=C(N)NCc1ccccc1-c1ccc(C(=O)NCC(NS(=O)(=O)c2ccccc2)C(=O)O)s1,
Integrins,O=C(O)C1C2C=CC(C2)C1NC(=O)C1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)Nc1ccccc1Cl,
Integrins,CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NC(CCCCN)C(=O)NC12CC3CC(CC(NCC(=O)O)(C3)C1)C2,
Integrins,CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NC(CCCCN)C(=O)NC12CC3CC(CC(NCC(=O)O)(C3)C1)C2,
Integrins,CC1CC(C)CN(C2CC(C(=O)NC(Cc3ccc(NC(=O)c4c(Cl)cncc4Cl)cc3)C(=O)O)N(S(=O)(=O)c3cccc(C#N)c3)C2)C1,
Integrins,Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccccn4)CC3)cc2)C(=O)O)cc1,
Integrins,O=C(O)[C@H](Cc1ccc(N2CCN(c3ccccc3[N+](=O)[O-])CC2)cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1,
Integrins,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1C(C)C,
Integrins,Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4ccc(-c5ccccc5)cc4)CC3)cc2)C(=O)O)cc1,
Integrins,N=C(N)Nc1ccccc1-c1ccc(C(=O)NCC(NS(=O)(=O)c2ccccc2)C(=O)O)s1,
Integrins,N=C(N)Nc1ccccc1-c1ccc(C(=O)NCC(NS(=O)(=O)c2ccccc2)C(=O)O)s1,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)Nc1ccc(Cl)cc1,
Integrins,N#Cc1cccc(C#N)c1N1CCN(c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3S(=O)(=O)c3ccccc3)C(=O)O)cc2)CC1,
Integrins,N=C(N)c1ccc(CNCC2CN(c3ccc(N4CCC(C(=O)O)CC4)cc3)C(=O)O2)cc1,
Integrins,N=C(N)c1ccc(CNCC2CN(c3ccc(N4CCC(C(=O)O)CC4)cc3)C(=O)O2)cc1,
Integrins,CCOC(=O)C1(C)CCCN(c2ccc(N3CC(CNC(=O)c4cnc(N)s4)OC3=O)cc2)C1=O,
Integrins,NCCCCNC(=O)c1cnn(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)c1C(F)(F)F,
Integrins,NCCCCNC(=O)c1cnn(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)c1C(F)(F)F,
Integrins,CCOC(=O)C1(C)CCCN(c2ccc(N3CC(CNC(=O)c4cnc(N)s4)OC3=O)cc2)C1=O,
Integrins,O=C(Nc1ccc(C[C@H](NC(=O)C2(Cc3nn[nH]n3)CCCC2)C(=O)O)cc1)c1c(Cl)cccc1Cl,
Integrins,O=C(Nc1ccc(C[C@H](NC(=O)C2(Cc3nn[nH]n3)CCCC2)C(=O)O)cc1)c1c(Cl)cccc1Cl,
Integrins,CC1(C)CCCN([C@@H]2C[C@@H](C(=O)N[C@@H](Cc3ccc(NC(=O)c4c(Cl)cncc4Cl)cc3)C(=O)O)N(S(=O)(=O)c3cccc(C#N)c3)C2)C1,
Integrins,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N(CCC(C)C)CC(=O)NC(CC(=O)[O-])c2ccccc2)cc1,
Integrins,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N(CCC(C)C)CC(=O)NC(CC(=O)[O-])c2ccccc2)cc1,
Integrins,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CNC1=O,
Integrins,Cc1ccccc1S(=O)(=O)N[C@@H](CNC(=O)c1ccoc1)C(=O)O,
Integrins,COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1C(C)C,
Integrins,N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCSCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,
Integrins,CCOC(=O)CCC(NC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)OCC(=O)N2Cc1ccc(C(=N)N)cc1)C(=O)OCC,
Integrins,CCOC(=O)CCC(NC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)OCC(=O)N2Cc1ccc(C(=N)N)cc1)C(=O)OCC,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)Nc2ccc(OCC(=O)O)c(CCC(=O)NCCOCCOCCOCCOCCOCCN)c2)cc1,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)Nc2ccc(OCC(=O)O)c(CCC(=O)NCCOCCOCCOCCOCCOCCN)c2)cc1,
Integrins,Cc1cc(C)c(S(=O)(=O)N[C@@H](Cc2ccc(-c3cccc(NC4=NS(=O)N=C4NC4CC4)c3)cc2)C(=O)O)c(C)c1,
Integrins,O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cncc1Cl,
Integrins,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,
Integrins,Cc1cc(C)c(S(=O)(=O)NC(CNC(=O)c2ccc(-c3cccc(CN=C(N)N)c3)s2)C(=O)O)c(C)c1,
Integrins,Cc1cc(C)c(S(=O)(=O)NC(CNC(=O)c2ccc(-c3cccc(CN=C(N)N)c3)s2)C(=O)O)c(C)c1,
Integrins,Cc1cc(C)c(S(=O)(=O)NC(CNC(=O)c2ccc(-c3cccc(CN=C(N)N)c3)s2)C(=O)O)c(C)c1,
Integrins,Cc1cc(C)c(S(=O)(=O)NC(CNC(=O)c2ccc(-c3cccc(CN=C(N)N)c3)s2)C(=O)O)c(C)c1,
Integrins,Cc1cc(C)c(S(=O)(=O)NC(CNC(=O)c2ccc(-c3cccc(CN=C(N)N)c3)s2)C(=O)O)c(C)c1,
Integrins,O=C(O)C1C2C=CC(C2)C1NC(=O)C1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,
Integrins,COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1C(F)(F)F,
Integrins,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,
Integrins,COC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)OCC(=O)N2Cc1ccc(C(=N)N)cc1,
Integrins,COC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)OCC(=O)N2Cc1ccc(C(=N)N)cc1,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)Nc1nc2ccccc2s1,
Integrins,O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2OCO[C@H]2C(=O)Nc2ccccc2-c2ccccc2)C(=O)O)cc1)c1cccnc1,
Integrins,CCOC(=O)CC(NC(=O)c1ccc2c(c1)OC(OCc1ccc(C(=N)N)cc1)C(=O)N2C)c1ccccc1,
Integrins,CCOC(=O)CC(NC(=O)c1ccc2c(c1)OC(OCc1ccc(C(=N)N)cc1)C(=O)N2C)c1ccccc1,
Integrins,COc1ccccc1S(=O)(=O)N[C@@H](CNC(=O)c1ccoc1)C(=O)O,
Integrins,O=C(O)CCN1Cc2ccc(NC(=O)c3ccc4c(c3)CNCC4)cc2C1=O,
Integrins,O=C(O)CCN1Cc2ccc(NC(=O)c3ccc4c(c3)CNCC4)cc2C1=O,
Integrins,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1C(F)(F)F,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)Nc1c(Cl)cncc1Cl,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)Nc1nccs1,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)N1CCOCC1,
Integrins,O=C(Nc1ccc(C[C@H](NC(=O)[C@@H]2OCO[C@H]2C(=O)Nc2ccccc2-c2ccccc2)C(=O)O)cc1)c1ccncc1,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2c(F)cccc2F)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)Nc1ccccc1-c1ccccc1,
Integrins,N[C@@H](Cc1ccc(O)cc1)C(=O)NC1CCCCC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,
Integrins,CC(C)C(c1nc(Cc2ccc3ccccc3c2)c(C(=O)O)[nH]1)N(C)S(=O)(=O)c1cc(Cl)cc(Cl)c1,
Integrins,O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cccc1Cl,
Integrins,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)NCc3ccc(CN4C(=O)[C@@H]5CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)C[C@@H]4C(=O)N5)cc3)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,
Integrins,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)NCc3ccc(CN4C(=O)[C@@H]5CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)C[C@@H]4C(=O)N5)cc3)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,
Integrins,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)NCc3ccc(CN4C(=O)[C@H]5CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)C[C@H]4C(=O)N5)cc3)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,
Integrins,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)NCc3ccc(CN4C(=O)[C@H]5CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)C[C@H]4C(=O)N5)cc3)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,
Integrins,N#Cc1ccc(N2CCN(c3ccc(C[C@H](NC(=O)[C@@H]4CCCN4S(=O)(=O)c4ccccc4)C(=O)O)cc3)CC2)cc1,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2ccccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)Nc1ccccc1-c1ccccc1,
Integrins,O=C(NCCCNC1CCCCC1)c1cnn(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)c1C(F)(F)F,
Integrins,O=C(O)CCN1Cc2ccc(NC(=O)c3ccc(C4CCNCC4)cc3)cc2C1=O,
Integrins,O=C(O)CCN1Cc2ccc(NC(=O)c3ccc(C4CCNCC4)cc3)cc2C1=O,
Integrins,O=C(NCCCNC1CCCCC1)c1cnn(-c2nc(-c3cccc(C(F)(F)F)c3)cs2)c1C(F)(F)F,
Integrins,N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2CC[C@H]3CCC[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N23,
Integrins,N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2CC[C@H]3CCC[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N23,
Integrins,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)C2(CCCC2)CCCNC1=O,
Integrins,O=C(Nc1ccccc1Br)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Br,
Integrins,N=C(N)Nc1cccc(-c2ccc(C(=O)NCC(NS(=O)(=O)c3ccccc3)C(=O)O)s2)c1,
Integrins,N=C(N)Nc1cccc(-c2ccc(C(=O)NCC(NS(=O)(=O)c3ccccc3)C(=O)O)s2)c1,
Integrins,N=C(N)Nc1cccc(-c2ccc(C(=O)NCC(NS(=O)(=O)c3ccccc3)C(=O)O)s2)c1,
Integrins,N=C(N)Nc1cccc(-c2ccc(C(=O)NCC(NS(=O)(=O)c3ccccc3)C(=O)O)s2)c1,
Integrins,N=C(N)Nc1cccc(-c2ccc(C(=O)NCC(NS(=O)(=O)c3ccccc3)C(=O)O)s2)c1,
Integrins,O=C(O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)[C@@H]1OCO[C@H]1C(=O)NCc1cccs1,
Integrins,N#Cc1cccc(S(=O)(=O)N2C[C@H](n3ncnn3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,
Integrins,Cc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Br,
Integrins,N#Cc1cccc(S(=O)(=O)N2C[C@H](n3ccnc3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,
Integrins,CCOC(=O)C1CCN(c2ccc(N3CC(CNCc4ccc(C(=N)N)cc4)OC3=O)cc2)CC1,
Integrins,CCOC(=O)C1CCN(c2ccc(N3CC(CNCc4ccc(C(=N)N)cc4)OC3=O)cc2)CC1,
Integrins,Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4cnccn4)CC3)cc2)C(=O)O)cc1,
Integrins,CCc1cc(NCCO)c2c(O)c3c(c(O)c2c1C(=O)OC)C(=O)c1cccc(O)c1C3=O,
Integrins,O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,
Integrins,Cc1ccc(S(=O)(=O)NC(Cc2ccc(F)cc2)C(=O)NC(CCCNC(N)=[NH2+])C(=O)[O-])cc1,
Integrins,CC1CCCCN1C1CC(C(=O)NC(Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)N(S(=O)(=O)c2cccc(C#N)c2)C1,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)NCCCCCCCCCCCCN)cc1,
Integrins,Cc1cccc(C)c1NC(=O)Nc1ccc(CC(=O)NCCCCCCCCCCCCN)cc1,
Integrins,Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(N3CCN(c4cccc(C)c4C)CC3)cc2)C(=O)O)cc1,
Integrins,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)NN(Cc2ccccc2)C(=O)NC(C(=O)[O-])C(C)C)cc1,
Integrins,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)NN(Cc2ccccc2)C(=O)NC(C(=O)[O-])C(C)C)cc1,
